roomId,roomType,districtId,preferredGender,allowSmoking,allowPets,cleanlinessRequired,noiseTolerance,guestPolicy,preferredSleepHabit,preferredOccupation,curfewPolicy,maxOccupants,minimumBudget
R02522,shared_room,BT,male,not_allowed,cats_only,high,medium,rarely,normal,student,before_midnight,3,1126807
R02523,private_room,Q6,female,not_allowed,small_pets_only,medium,medium,rarely,early,student,none,1,5402184
R02524,private_room,DA,female,not_allowed,not_allowed,high,high,occasionally,normal,office_worker,none,1,1403307
R02525,shared_room,TTR,female,not_allowed,not_allowed,high,high,rarely,normal,student,none,3,1228066
R02526,studio,GV,any,not_allowed,cats_only,medium,medium,frequently,early,any,none,2,3827488
R02527,shared_room,NB,any,allowed,cats_only,high,low,rarely,early,student,none,4,1055687
R02528,private_room,BD,male,not_allowed,not_allowed,high,medium,occasionally,normal,student,before_midnight,1,4594150
R02529,studio,TP,any,allowed,not_allowed,medium,medium,rarely,early,student,none,1,6288596
R02530,studio,TTR,any,not_allowed,not_allowed,medium,low,rarely,early,student,before_midnight,1,4150131
R02531,shared_room,HL,any,outside_only,cats_only,high,low,rarely,normal,any,none,2,836309
R02532,private_room,Q12,female,allowed,not_allowed,high,medium,rarely,normal,student,before_midnight,1,1660308
R02533,shared_room,BD,any,outside_only,not_allowed,medium,low,rarely,normal,student,none,4,1859789
R02534,shared_room,BT,any,not_allowed,not_allowed,high,medium,rarely,normal,student,none,3,1278292
R02535,shared_room,Q8,female,not_allowed,small_pets_only,high,high,rarely,very_early,student,before_midnight,4,969844
R02536,private_room,LB,male,not_allowed,cats_only,medium,medium,occasionally,early,any,none,1,2908506
R02537,private_room,Q12,male,not_allowed,small_pets_only,medium,medium,frequently,normal,office_worker,before_midnight,1,3205636
R02538,private_room,TTR,male,not_allowed,not_allowed,high,medium,frequently,early,student,none,1,4504311
R02539,private_room,TB,male,not_allowed,small_pets_only,medium,medium,rarely,late,student,none,1,5174416
R02540,shared_room,BT,female,outside_only,small_pets_only,medium,low,occasionally,normal,student,before_midnight,2,1466027
R02541,private_room,LB,male,not_allowed,not_allowed,medium,low,occasionally,normal,student,before_11pm,1,4305050
R02542,shared_room,TB,female,not_allowed,allowed,medium,medium,frequently,normal,office_worker,none,2,1732973
R02543,private_room,Q11,female,not_allowed,not_allowed,high,medium,rarely,normal,any,none,1,3706513
R02544,private_room,TX,female,not_allowed,not_allowed,medium,medium,occasionally,very_early,student,before_midnight,1,4853009
R02545,shared_room,Q4,female,not_allowed,allowed,high,low,rarely,late,office_worker,none,3,1502903
R02546,private_room,HD,female,not_allowed,not_allowed,medium,low,rarely,early,student,none,1,2565445
R02547,private_room,Q6,female,not_allowed,small_pets_only,high,low,occasionally,very_early,student,none,1,2885388
R02548,shared_room,Q3,male,not_allowed,not_allowed,high,medium,rarely,early,any,before_midnight,3,1517512
R02549,shared_room,CC,any,not_allowed,not_allowed,high,medium,rarely,early,student,before_midnight,2,983619
R02550,private_room,Q4,female,not_allowed,allowed,medium,medium,rarely,normal,student,before_midnight,1,7178739
R02551,shared_room,BT,any,not_allowed,small_pets_only,high,low,occasionally,early,student,none,4,1914297
R02552,shared_room,Q11,any,not_allowed,allowed,high,high,rarely,normal,student,before_midnight,2,1354750
R02553,shared_room,TP,male,not_allowed,not_allowed,high,medium,rarely,very_late,any,none,2,1120061
R02554,private_room,BTL,female,allowed,not_allowed,high,low,rarely,normal,student,none,1,3392575
R02555,shared_room,NTL,male,outside_only,not_allowed,high,medium,rarely,late,student,before_11pm,4,1528169
R02556,studio,BD,any,allowed,not_allowed,high,medium,occasionally,very_early,any,none,2,9276271
R02557,shared_room,HK,male,outside_only,small_pets_only,medium,low,occasionally,early,any,none,2,3018621
R02558,shared_room,CG,male,not_allowed,not_allowed,medium,medium,rarely,normal,student,before_11pm,3,1542614
R02559,studio,TP,any,outside_only,not_allowed,high,low,frequently,normal,student,before_11pm,2,6214290
R02560,private_room,Q1,any,not_allowed,not_allowed,high,low,occasionally,early,student,before_midnight,1,11587616
R02561,shared_room,Q1,male,not_allowed,not_allowed,high,medium,occasionally,normal,student,none,2,3264904
R02562,shared_room,Q6,female,not_allowed,not_allowed,high,medium,occasionally,late,any,before_midnight,4,1666076
R02563,studio,TB,any,outside_only,small_pets_only,medium,medium,occasionally,early,student,none,1,5673450
R02564,shared_room,Q3,any,not_allowed,not_allowed,high,high,occasionally,normal,student,none,4,1345078
R02565,studio,Q12,any,allowed,not_allowed,medium,low,frequently,very_early,student,before_midnight,2,6947713
R02566,private_room,Q8,female,not_allowed,cats_only,high,medium,occasionally,very_late,student,none,1,2715068
R02567,shared_room,Q6,male,not_allowed,allowed,high,high,occasionally,normal,student,none,3,1038859
R02568,private_room,HM,female,not_allowed,not_allowed,high,high,occasionally,very_early,student,none,1,2293152
R02569,private_room,Q12,female,not_allowed,allowed,medium,low,occasionally,very_early,student,none,1,3990728
R02570,private_room,HBT,male,not_allowed,small_pets_only,medium,high,frequently,normal,student,none,1,3466855
R02571,private_room,Q1,male,allowed,cats_only,high,medium,rarely,late,student,before_midnight,1,4734324
R02572,shared_room,GL,any,not_allowed,not_allowed,medium,low,frequently,late,student,before_11pm,3,704619
R02573,shared_room,Q5,female,not_allowed,allowed,high,high,rarely,early,any,before_midnight,3,1855541
R02574,private_room,BT,male,not_allowed,allowed,medium,medium,frequently,late,any,none,1,3648861
R02575,shared_room,DA,male,outside_only,not_allowed,high,medium,rarely,normal,any,before_midnight,4,1133614
R02576,shared_room,BD,any,outside_only,small_pets_only,medium,medium,rarely,very_early,student,before_11pm,4,1657940
R02577,private_room,DD,female,allowed,cats_only,medium,low,occasionally,normal,student,before_11pm,1,4640795
R02578,private_room,TP,male,not_allowed,not_allowed,medium,high,rarely,early,office_worker,none,1,4017750
R02579,private_room,BTL,female,not_allowed,cats_only,medium,low,rarely,normal,student,none,1,2003062
R02580,studio,Q1,any,allowed,small_pets_only,medium,high,occasionally,normal,any,before_11pm,1,7017134
R02581,shared_room,CG,female,not_allowed,small_pets_only,medium,medium,occasionally,normal,student,none,2,1887631
R02582,shared_room,Q12,male,not_allowed,not_allowed,medium,medium,rarely,very_late,office_worker,before_midnight,4,713891
R02583,private_room,HL,female,outside_only,not_allowed,low,medium,occasionally,early,student,before_11pm,1,3051655
R02584,private_room,TP,female,outside_only,allowed,high,low,occasionally,late,any,before_midnight,1,4559877
R02585,studio,NTL,any,allowed,not_allowed,medium,medium,rarely,early,student,none,1,3898911
R02586,studio,Q8,any,not_allowed,not_allowed,low,medium,rarely,early,student,before_11pm,2,4301647
R02587,shared_room,NB,any,not_allowed,not_allowed,high,medium,occasionally,late,office_worker,before_midnight,4,961052
R02588,shared_room,LB,female,not_allowed,not_allowed,high,medium,occasionally,late,student,before_11pm,4,756357
R02589,shared_room,GV,female,outside_only,allowed,medium,high,occasionally,early,student,none,3,1390364
R02590,private_room,DA,male,not_allowed,not_allowed,medium,medium,rarely,early,student,none,1,2003766
R02591,shared_room,GL,male,not_allowed,small_pets_only,medium,medium,rarely,late,any,before_midnight,3,879980
R02592,private_room,TP,female,allowed,allowed,high,low,occasionally,normal,student,none,1,1772506
R02593,shared_room,BT,male,not_allowed,allowed,high,medium,occasionally,normal,office_worker,before_11pm,4,1644904
R02594,shared_room,CG,male,not_allowed,allowed,high,low,rarely,early,student,before_midnight,2,1782338
R02595,private_room,BC,any,not_allowed,allowed,high,low,frequently,early,student,before_midnight,1,2694052
R02596,shared_room,DD,female,not_allowed,small_pets_only,high,low,occasionally,early,student,before_11pm,4,1780602
R02597,private_room,Q1,any,not_allowed,cats_only,low,medium,occasionally,early,student,none,1,3809669
R02598,shared_room,LB,female,outside_only,not_allowed,medium,low,rarely,late,student,before_midnight,4,663723
R02599,shared_room,GL,female,not_allowed,not_allowed,medium,low,rarely,early,student,none,4,1149744
R02600,private_room,TD,female,not_allowed,allowed,high,medium,occasionally,normal,office_worker,none,1,4149397
R02601,shared_room,Q12,male,not_allowed,not_allowed,medium,high,rarely,early,office_worker,before_11pm,4,980517
R02602,shared_room,HBT,female,not_allowed,not_allowed,high,medium,rarely,very_early,any,none,2,1488564
R02603,private_room,Q1,male,not_allowed,not_allowed,medium,high,frequently,late,any,before_11pm,1,4895352
R02604,shared_room,TB,female,outside_only,allowed,medium,low,occasionally,very_early,student,none,2,759709
R02605,studio,GL,any,not_allowed,allowed,medium,high,rarely,early,student,none,2,2187806
R02606,private_room,BD,any,allowed,not_allowed,high,low,occasionally,normal,student,none,1,5155081
R02607,shared_room,BTL,any,not_allowed,allowed,medium,medium,rarely,normal,student,before_11pm,3,1482613
R02608,shared_room,Q11,any,not_allowed,not_allowed,medium,medium,occasionally,normal,office_worker,none,2,907933
R02609,private_room,Q11,male,not_allowed,cats_only,low,medium,occasionally,early,student,none,1,5427392
R02610,private_room,Q8,female,allowed,not_allowed,low,low,occasionally,normal,student,before_midnight,1,2091581
R02611,shared_room,HK,male,not_allowed,not_allowed,high,low,occasionally,normal,student,none,2,2671282
R02612,shared_room,BTL,female,not_allowed,allowed,high,low,rarely,late,student,none,4,1540041
R02613,shared_room,BC,male,not_allowed,small_pets_only,high,low,occasionally,early,student,before_11pm,4,1125338
R02614,private_room,TTR,any,not_allowed,not_allowed,medium,low,rarely,early,student,none,1,3374222
R02615,private_room,NTL,male,not_allowed,not_allowed,low,medium,rarely,normal,student,before_midnight,1,5333917
R02616,private_room,TX,female,outside_only,allowed,high,high,occasionally,normal,any,before_midnight,1,2393686
R02617,shared_room,HL,male,not_allowed,not_allowed,medium,low,rarely,normal,student,none,3,1236737
R02618,private_room,TX,male,not_allowed,small_pets_only,low,low,rarely,very_late,office_worker,before_11pm,1,5358783
R02619,shared_room,DA,female,not_allowed,not_allowed,high,low,occasionally,very_early,office_worker,before_midnight,2,1125741
R02620,shared_room,BT,any,allowed,cats_only,medium,medium,occasionally,early,student,before_midnight,4,1948494
R02621,shared_room,TTR,female,not_allowed,small_pets_only,medium,high,occasionally,late,student,before_11pm,2,588991
R02622,private_room,Q5,female,not_allowed,not_allowed,medium,low,occasionally,late,student,before_midnight,1,4217713
R02623,private_room,HBT,male,allowed,allowed,low,low,occasionally,normal,office_worker,before_midnight,1,6221893
R02624,shared_room,Q11,any,not_allowed,small_pets_only,medium,low,occasionally,early,student,before_midnight,4,1894826
R02625,shared_room,BT,male,not_allowed,not_allowed,medium,high,rarely,normal,student,none,2,1173419
R02626,private_room,PN,male,not_allowed,allowed,medium,medium,occasionally,normal,student,none,1,5906351
R02627,shared_room,CG,female,not_allowed,not_allowed,high,medium,rarely,very_late,any,none,3,1674471
R02628,shared_room,Q12,male,not_allowed,allowed,medium,medium,rarely,early,student,before_midnight,2,600172
R02629,private_room,HK,male,not_allowed,small_pets_only,high,high,rarely,early,office_worker,before_midnight,1,11581305
R02630,shared_room,CG,male,not_allowed,not_allowed,medium,low,rarely,normal,student,before_11pm,2,1494102
R02631,studio,HM,any,allowed,cats_only,medium,medium,rarely,early,student,before_midnight,2,3562510
R02632,shared_room,Q5,any,not_allowed,not_allowed,high,low,rarely,late,student,before_midnight,4,1299960
R02633,shared_room,Q11,female,not_allowed,not_allowed,medium,low,rarely,normal,student,before_midnight,3,1067079
R02634,private_room,DD,female,allowed,not_allowed,high,medium,rarely,normal,student,before_midnight,1,4242987
R02635,private_room,HBT,female,not_allowed,not_allowed,high,low,rarely,normal,student,none,1,3932454
R02636,shared_room,Q10,male,not_allowed,not_allowed,high,low,rarely,normal,student,before_11pm,3,2089636
R02637,private_room,HBT,male,outside_only,allowed,medium,high,frequently,early,student,before_11pm,1,4758521
R02638,shared_room,TX,any,not_allowed,not_allowed,medium,low,rarely,normal,student,none,3,837470
R02639,shared_room,PN,female,not_allowed,not_allowed,medium,medium,rarely,normal,student,before_11pm,3,1104414
R02640,private_room,HD,male,allowed,not_allowed,medium,medium,rarely,normal,student,before_11pm,1,4205646
R02641,private_room,TP,female,allowed,not_allowed,medium,high,rarely,normal,student,none,1,3235948
R02642,shared_room,PN,female,not_allowed,not_allowed,medium,medium,frequently,late,office_worker,none,3,1418889
R02643,private_room,Q6,female,outside_only,small_pets_only,medium,medium,occasionally,early,student,before_midnight,1,1761041
R02644,shared_room,SS,any,not_allowed,cats_only,medium,medium,rarely,very_early,office_worker,before_midnight,4,611288
R02645,private_room,HD,male,not_allowed,not_allowed,medium,high,occasionally,normal,student,before_11pm,1,4852270
R02646,private_room,Q8,male,not_allowed,allowed,medium,medium,rarely,normal,student,before_midnight,1,5480669
R02647,shared_room,SS,any,not_allowed,not_allowed,medium,high,occasionally,early,student,before_midnight,2,910209
R02648,shared_room,Q11,any,not_allowed,allowed,medium,medium,rarely,late,office_worker,before_midnight,2,1146562
R02649,shared_room,TX,any,not_allowed,not_allowed,medium,low,rarely,normal,student,none,3,1702866
R02650,shared_room,BC,any,not_allowed,allowed,medium,low,occasionally,normal,student,before_11pm,4,1018579
R02651,shared_room,BD,any,not_allowed,not_allowed,medium,high,rarely,early,student,none,3,2986241
R02652,private_room,DD,female,outside_only,not_allowed,medium,low,occasionally,early,student,none,1,7086069
R02653,private_room,NB,any,not_allowed,not_allowed,high,high,rarely,normal,any,before_11pm,1,2869661
R02654,private_room,BT,female,not_allowed,small_pets_only,high,low,occasionally,normal,office_worker,none,1,4365079
R02655,shared_room,BD,male,outside_only,not_allowed,high,medium,rarely,normal,office_worker,none,4,1850704
R02656,private_room,Q8,any,not_allowed,not_allowed,medium,medium,frequently,normal,student,none,1,1993512
R02657,private_room,Q11,male,not_allowed,allowed,medium,medium,rarely,early,student,none,1,5770876
R02658,studio,DD,any,not_allowed,not_allowed,medium,low,rarely,normal,student,before_midnight,1,4140109
R02659,studio,Q3,any,allowed,not_allowed,low,medium,frequently,early,student,none,1,5361960
R02660,private_room,Q5,female,not_allowed,not_allowed,medium,medium,occasionally,normal,any,none,1,4881267
R02661,shared_room,Q3,male,not_allowed,allowed,medium,medium,rarely,very_late,office_worker,before_midnight,2,3145051
